Timestamp,Source IP,Destination IP,Protocol,Source Port,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Label
2025-05-07 23:14:28,7.233.155.236,22.121.84.29,ICMP,64026,3789,5498,5,1,752,345,BruteForce
2025-05-07 23:14:29,51.102.191.181,190.1.212.90,ICMP,29968,15150,9184,24,67,528,1237,BENIGN
2025-05-07 23:14:30,101.84.234.57,160.18.98.171,TCP,38189,17393,9088,12,87,376,469,BENIGN
2025-05-07 23:14:31,57.52.47.135,89.212.239.227,UDP,7752,40700,4519,76,68,664,308,PortScan
2025-05-07 23:14:32,118.152.224.253,23.168.1.163,TCP,55841,21662,5449,56,97,841,1483,PortScan
2025-05-07 23:14:33,107.49.110.64,96.40.118.204,TCP,4672,46180,6275,90,20,419,522,BENIGN
2025-05-07 23:14:34,242.115.217.199,35.54.217.207,ICMP,38573,39465,8994,36,58,1039,987,DDoS
2025-05-07 23:14:35,67.55.61.213,255.64.81.51,ICMP,11595,20889,5661,92,4,1328,397,BENIGN
2025-05-07 23:14:36,62.143.117.136,90.116.169.92,TCP,60580,52506,7211,10,58,334,946,BENIGN
2025-05-07 23:14:37,94.151.60.154,133.209.223.13,TCP,46382,20441,8440,49,46,1362,430,BENIGN
2025-05-07 23:14:38,199.252.68.81,152.19.78.197,TCP,14351,14717,8416,37,76,184,869,BruteForce
2025-05-07 23:14:39,148.62.193.235,114.20.103.192,UDP,32615,43788,4158,76,57,960,1224,PortScan
2025-05-07 23:14:40,123.214.25.192,162.89.56.204,UDP,20128,58156,1268,19,31,707,1189,BENIGN
2025-05-07 23:14:41,87.143.202.10,93.243.33.90,UDP,2612,24464,4741,62,50,61,717,DDoS
2025-05-07 23:14:42,99.114.63.48,73.197.38.170,ICMP,45582,51778,3876,23,17,786,1020,BENIGN
2025-05-07 23:14:43,233.151.141.152,100.31.5.141,TCP,45041,48860,877,18,47,171,111,BENIGN
2025-05-07 23:14:44,127.19.139.200,183.80.107.176,UDP,31017,13293,1144,5,94,1082,934,BENIGN
2025-05-07 23:14:45,74.110.131.244,15.89.58.126,UDP,27221,15229,9541,85,32,549,118,BruteForce
2025-05-07 23:14:46,16.89.226.14,46.122.176.93,UDP,59868,5567,8886,33,19,1295,285,DDoS
2025-05-07 23:14:47,244.213.108.7,135.116.201.156,UDP,41317,28924,283,69,66,967,1041,BENIGN
2025-05-07 23:14:48,145.224.239.173,90.47.205.154,UDP,25588,45322,7631,10,8,149,330,BENIGN
2025-05-07 23:14:49,10.96.195.48,235.114.198.35,UDP,52595,23425,8853,59,63,188,677,BENIGN
2025-05-07 23:14:50,198.37.111.109,173.96.194.146,UDP,21462,26252,4490,20,28,1310,724,BENIGN
2025-05-07 23:14:51,130.239.239.35,46.173.103.147,TCP,13929,2876,5817,78,34,1038,1272,BENIGN
2025-05-07 23:14:52,164.33.8.111,136.101.211.17,ICMP,15907,50779,554,98,93,413,403,DDoS
2025-05-07 23:14:53,118.214.228.62,211.242.97.19,ICMP,27111,48375,3855,18,84,732,200,BENIGN
2025-05-07 23:14:54,144.84.175.111,71.108.116.101,UDP,1976,61030,9503,61,14,1339,377,BENIGN
2025-05-07 23:14:55,232.214.5.114,110.29.201.143,TCP,24078,49789,3434,55,56,325,835,BENIGN
2025-05-07 23:14:56,126.81.233.238,205.164.206.10,TCP,62718,530,4429,76,88,902,270,BENIGN
2025-05-07 23:14:57,47.28.168.35,210.152.238.242,UDP,47476,35013,1124,69,12,1291,883,BENIGN
2025-05-07 23:14:58,63.136.154.155,86.22.55.20,UDP,12845,64725,4139,10,98,1337,1448,BENIGN
2025-05-07 23:14:59,89.210.132.66,153.185.233.17,UDP,38925,25492,20,9,24,82,1372,DDoS
2025-05-07 23:15:00,62.147.237.197,91.249.211.204,TCP,28815,2845,1324,6,51,167,1426,BruteForce
2025-05-07 23:15:01,185.97.237.134,78.4.118.198,TCP,14258,35598,8045,20,43,1228,441,PortScan
2025-05-07 23:15:02,12.207.109.222,147.31.231.251,UDP,51228,29892,1292,26,26,159,867,BENIGN
2025-05-07 23:15:03,154.246.148.122,3.157.92.159,TCP,53698,47135,4755,1,51,1336,676,BENIGN
2025-05-07 23:15:04,144.42.38.18,41.207.208.131,UDP,40476,31339,3228,9,55,953,185,BENIGN
2025-05-07 23:15:05,1.189.103.247,86.211.179.95,UDP,10111,23874,912,81,86,991,617,BENIGN
2025-05-07 23:15:06,210.231.179.2,185.160.118.120,ICMP,58570,6384,9015,99,13,245,388,BENIGN
2025-05-07 23:15:07,34.106.60.147,224.93.158.43,UDP,63416,52188,9757,13,54,857,540,BENIGN
2025-05-07 23:15:08,188.130.213.85,91.193.85.85,TCP,45945,11452,1036,61,51,980,577,BENIGN
2025-05-07 23:15:09,70.63.251.101,224.238.221.94,ICMP,25947,39564,972,82,42,138,1413,BENIGN
2025-05-07 23:15:10,101.14.116.106,203.162.2.25,ICMP,12070,43618,8952,48,8,195,388,BENIGN
2025-05-07 23:15:11,178.234.135.144,248.217.198.136,UDP,58364,13427,4206,33,8,75,1399,BENIGN
2025-05-07 23:15:12,143.126.113.21,57.237.40.151,ICMP,29310,61310,8526,76,39,799,720,BENIGN
2025-05-07 23:15:13,218.72.68.162,126.76.148.89,UDP,36477,52454,8806,15,55,578,285,BENIGN
2025-05-07 23:15:14,63.227.162.153,157.18.125.113,TCP,1595,10651,6050,12,24,1410,698,DDoS
2025-05-07 23:15:15,80.53.229.224,221.105.242.90,ICMP,63057,56733,330,31,83,358,1194,BENIGN
2025-05-07 23:15:16,97.159.67.41,13.21.173.87,TCP,32092,62840,7294,18,84,1241,736,BENIGN
2025-05-07 23:15:17,91.64.237.98,41.169.230.220,ICMP,25478,18930,4449,74,24,635,1061,BENIGN
2025-05-07 23:15:18,180.24.198.243,251.38.203.154,TCP,33796,32155,3728,53,61,80,71,BENIGN
2025-05-07 23:15:19,134.184.141.110,233.229.232.120,ICMP,28533,10002,3866,46,86,785,393,BENIGN
2025-05-07 23:15:20,29.126.84.239,250.243.212.232,TCP,54480,5262,7842,82,65,665,904,BENIGN
2025-05-07 23:15:21,13.168.210.9,167.78.126.131,UDP,56566,21191,9157,85,90,778,515,BENIGN
2025-05-07 23:15:22,98.58.27.250,196.186.0.33,ICMP,63162,48964,7704,63,98,566,1491,DDoS
2025-05-07 23:15:23,193.181.95.208,71.249.159.254,UDP,20921,17872,7429,90,18,264,60,BENIGN
2025-05-07 23:15:24,3.34.42.89,55.149.170.67,TCP,39004,29453,9414,29,26,625,959,BENIGN
2025-05-07 23:15:25,104.215.143.102,127.183.213.77,TCP,14032,34681,365,76,14,644,703,BENIGN
2025-05-07 23:15:26,162.80.88.34,115.208.255.23,UDP,33839,5103,9529,40,34,181,1417,BENIGN
2025-05-07 23:15:27,34.117.170.128,66.23.62.208,UDP,20408,46821,350,33,23,728,1038,BENIGN
2025-05-07 23:15:28,93.36.139.212,72.128.126.184,UDP,58846,64041,8346,43,7,1338,890,BENIGN
2025-05-07 23:15:29,184.93.85.203,18.227.76.131,TCP,45077,23936,4526,92,6,278,432,BENIGN
2025-05-07 23:15:30,65.7.127.94,172.227.192.66,TCP,1762,40961,1403,3,96,885,1459,BENIGN
2025-05-07 23:15:31,105.40.29.129,101.175.189.229,TCP,5408,57510,3163,14,71,1021,626,DoS
2025-05-07 23:15:32,157.74.128.240,153.24.203.27,UDP,15252,53159,1605,51,35,286,400,DDoS
2025-05-07 23:15:33,182.111.28.18,106.243.152.204,UDP,28191,47275,9288,37,42,1186,1421,BENIGN
2025-05-07 23:15:34,17.211.60.166,74.108.159.216,UDP,58246,49273,8788,78,66,806,1086,BENIGN
2025-05-07 23:15:35,82.50.121.35,142.110.246.18,ICMP,34345,29472,3686,83,52,879,1073,BENIGN
2025-05-07 23:15:36,53.179.87.17,54.189.125.155,TCP,19029,58141,9888,40,26,447,365,BENIGN
2025-05-07 23:15:37,54.59.61.102,168.130.4.13,TCP,34347,7592,1266,22,61,1448,1086,BENIGN
2025-05-07 23:15:38,163.62.8.96,93.193.4.255,ICMP,8003,4706,927,70,87,719,642,BENIGN
2025-05-07 23:15:39,147.249.84.17,165.90.180.141,ICMP,15765,51425,1495,48,57,909,1128,BENIGN
2025-05-07 23:15:40,32.38.187.140,149.0.25.91,TCP,30068,1868,9660,39,81,1438,1356,BENIGN
2025-05-07 23:15:41,244.194.60.6,92.166.220.68,ICMP,63423,33367,3855,10,71,213,713,BENIGN
2025-05-07 23:15:42,186.226.87.164,63.195.119.225,TCP,5169,39022,8541,93,20,1218,521,BENIGN
2025-05-07 23:15:43,76.142.132.6,1.154.183.173,UDP,26265,32238,4039,50,36,520,48,BENIGN
2025-05-07 23:15:44,171.218.181.248,10.161.234.67,TCP,51244,24522,6600,38,69,339,1349,BENIGN
2025-05-07 23:15:45,69.206.136.175,188.120.26.23,ICMP,23499,10401,1580,51,57,410,148,BENIGN
2025-05-07 23:15:46,178.125.194.191,113.3.154.28,ICMP,54903,60396,2059,77,16,1453,611,BENIGN
2025-05-07 23:15:47,33.153.41.74,94.78.7.61,ICMP,50923,47646,8995,20,99,372,683,BENIGN
2025-05-07 23:15:48,164.152.139.229,8.125.77.157,TCP,57691,44880,2784,45,42,367,338,BENIGN
2025-05-07 23:15:49,39.67.252.13,113.134.142.94,UDP,19036,12574,148,60,79,109,316,BENIGN
2025-05-07 23:15:50,213.151.92.186,245.164.84.29,TCP,49596,25752,5974,54,85,424,572,BENIGN
2025-05-07 23:15:51,195.87.174.72,70.208.119.136,UDP,56705,61656,9562,13,73,666,1008,BENIGN
2025-05-07 23:15:52,154.174.76.128,210.8.128.167,UDP,37274,23609,5380,68,30,649,1371,BENIGN
2025-05-07 23:15:53,99.206.99.18,246.137.251.197,ICMP,15681,4195,1661,36,84,849,517,BENIGN
2025-05-07 23:15:54,10.72.246.253,132.131.120.22,UDP,39872,50551,5393,58,19,918,1361,BENIGN
2025-05-07 23:15:55,214.89.251.32,134.20.160.4,TCP,43784,57647,8555,56,57,98,134,DoS
2025-05-07 23:15:56,57.14.221.51,7.251.55.144,TCP,61828,30901,2999,87,84,260,951,PortScan
2025-05-07 23:15:57,115.59.160.5,186.215.248.158,UDP,56417,16306,7133,4,40,784,1061,DoS
2025-05-07 23:15:58,166.253.130.27,207.63.220.78,TCP,27196,17379,4869,65,96,1378,1216,BENIGN
2025-05-07 23:15:59,170.181.208.184,179.111.233.17,ICMP,43066,36094,1623,51,1,223,609,BENIGN
2025-05-07 23:16:00,94.15.60.153,58.157.33.52,UDP,44724,3871,2098,52,86,870,201,BENIGN
2025-05-07 23:16:01,10.96.131.214,180.154.54.126,UDP,19453,59282,4071,66,46,851,1096,BENIGN
2025-05-07 23:16:02,102.250.208.132,207.123.242.242,ICMP,23897,17725,6204,86,3,565,1157,DoS
2025-05-07 23:16:03,87.159.36.245,8.50.50.65,ICMP,52787,52105,6178,100,98,102,1408,BENIGN
2025-05-07 23:16:04,218.18.59.59,87.146.28.16,UDP,27703,53280,1752,95,34,679,501,BENIGN
2025-05-07 23:16:05,165.161.183.223,250.166.193.150,TCP,47058,62357,1694,71,35,1486,520,BENIGN
2025-05-07 23:16:06,18.130.157.176,137.166.207.251,ICMP,61690,11334,8578,77,61,77,1215,BENIGN
2025-05-07 23:16:07,141.232.77.240,185.135.106.70,UDP,38970,41322,2808,42,88,690,489,DDoS
2025-05-07 23:16:08,184.97.190.245,237.20.118.58,ICMP,7925,21662,7910,74,33,1034,597,BENIGN
2025-05-07 23:16:09,207.95.170.163,105.183.202.66,TCP,5812,3069,2222,96,21,852,1015,BENIGN
2025-05-07 23:16:10,35.82.192.237,65.111.233.23,TCP,57720,28505,8938,47,28,445,1408,BruteForce
2025-05-07 23:16:11,102.23.243.171,55.56.86.93,TCP,28192,34710,2049,38,76,384,1048,BENIGN
2025-05-07 23:16:12,49.112.163.130,165.85.246.175,UDP,31322,55362,4807,76,36,1344,1500,BENIGN
2025-05-07 23:16:13,17.211.137.248,246.24.141.7,UDP,2261,25661,2103,81,54,370,891,BENIGN
2025-05-07 23:16:14,104.194.13.30,4.228.79.107,UDP,57638,38225,7425,53,14,1448,978,BENIGN
2025-05-07 23:16:15,240.116.242.197,79.19.121.217,UDP,17777,61572,4430,79,87,538,134,BENIGN
2025-05-07 23:16:16,239.89.31.32,165.190.156.87,TCP,54879,630,4528,79,51,1326,536,BENIGN
2025-05-07 23:16:17,171.93.104.188,127.94.207.215,ICMP,16340,5950,3987,11,14,1149,886,BENIGN
2025-05-07 23:16:18,162.146.0.69,117.196.47.137,ICMP,46530,21914,3152,87,70,1042,299,BENIGN
2025-05-07 23:16:19,155.110.207.103,59.134.248.84,UDP,56229,5026,7359,43,26,449,525,BENIGN
2025-05-07 23:16:20,51.45.223.56,66.149.99.175,TCP,12176,27917,1760,77,96,765,154,BENIGN
2025-05-07 23:16:21,64.238.115.94,184.88.208.173,ICMP,55473,52220,6959,88,6,689,1194,BENIGN
2025-05-07 23:16:22,109.55.55.125,11.31.45.57,TCP,3439,37419,9510,39,65,731,401,BENIGN
2025-05-07 23:16:23,242.235.232.55,118.172.174.105,UDP,11540,46609,2831,25,84,888,1496,BENIGN
2025-05-07 23:16:24,217.112.116.203,86.201.116.28,UDP,28933,39665,947,10,30,226,1216,BENIGN
2025-05-07 23:16:25,36.84.151.89,138.184.52.116,ICMP,55299,21317,1726,26,54,1411,236,BruteForce
2025-05-07 23:16:26,190.66.147.135,58.144.216.211,UDP,13417,40120,3080,32,8,449,76,BENIGN
2025-05-07 23:16:27,147.72.29.36,100.113.116.164,ICMP,28921,36584,2858,21,74,1451,407,BENIGN
2025-05-07 23:16:28,130.73.61.194,212.99.152.86,ICMP,22156,27541,7901,19,52,911,832,BENIGN
2025-05-07 23:16:29,160.167.26.199,65.71.213.53,ICMP,16189,54865,4531,100,25,726,260,BENIGN
2025-05-07 23:16:30,124.107.114.203,56.90.128.228,TCP,14719,44937,5266,42,4,1169,1273,DoS
2025-05-07 23:16:31,4.177.138.173,151.101.99.249,UDP,51124,56820,8630,22,74,828,1132,BENIGN
2025-05-07 23:16:32,117.244.25.20,209.232.59.217,UDP,36572,23612,278,15,5,673,1217,BENIGN
2025-05-07 23:16:33,42.128.232.11,253.118.20.219,ICMP,3917,54519,2332,16,55,222,345,BENIGN
2025-05-07 23:16:34,130.30.103.70,208.37.80.190,UDP,7455,44537,8761,97,6,139,531,BENIGN
2025-05-07 23:16:35,182.92.27.43,97.70.177.242,ICMP,30838,7072,4801,65,83,885,1081,BENIGN
2025-05-07 23:16:36,238.164.84.141,139.187.251.210,ICMP,32813,8578,1313,94,90,537,813,BENIGN
2025-05-07 23:16:37,135.164.221.244,138.250.202.102,TCP,878,56232,4787,68,63,979,298,BENIGN
2025-05-07 23:16:38,3.98.164.206,190.227.25.104,TCP,63723,19081,4080,86,79,605,1284,BENIGN
2025-05-07 23:16:39,193.235.51.63,215.158.224.61,ICMP,49700,15557,8966,33,18,111,70,BENIGN
2025-05-07 23:16:40,24.210.160.101,40.151.23.70,TCP,48756,63071,3689,6,40,663,496,BENIGN
2025-05-07 23:16:41,212.105.181.62,87.38.16.47,UDP,36465,44415,3827,99,60,125,235,BENIGN
2025-05-07 23:16:42,196.13.44.227,213.13.129.220,TCP,62594,62063,3825,50,37,334,1230,BENIGN
2025-05-07 23:16:43,110.2.253.201,18.112.239.41,UDP,56097,29130,3488,23,39,947,646,BENIGN
2025-05-07 23:16:44,164.6.7.22,245.169.147.132,ICMP,4806,36248,529,17,92,935,677,BENIGN
2025-05-07 23:16:45,39.89.227.19,5.134.45.92,ICMP,6453,31399,1642,33,17,1448,461,BENIGN
2025-05-07 23:16:46,139.172.110.152,163.114.23.19,UDP,45329,16253,3162,56,17,1305,1170,BENIGN
2025-05-07 23:16:47,28.192.55.147,97.86.168.230,TCP,49888,26767,4791,78,10,90,1168,BENIGN
2025-05-07 23:16:48,17.189.216.40,1.51.230.223,TCP,36694,29485,4854,51,94,797,610,BENIGN
2025-05-07 23:16:49,4.198.251.248,119.91.228.45,ICMP,65313,12713,5238,79,71,177,938,BENIGN
2025-05-07 23:16:50,134.30.49.194,223.28.206.154,UDP,35234,23945,332,9,75,1132,1101,BENIGN
2025-05-07 23:16:51,41.152.129.181,237.213.69.119,ICMP,63566,14707,5133,99,48,701,1461,BENIGN
2025-05-07 23:16:52,97.169.74.100,134.124.203.45,ICMP,25410,47209,6350,53,63,863,1079,BENIGN
2025-05-07 23:16:53,47.89.23.97,216.56.139.124,TCP,8519,4799,9390,19,3,848,1269,BruteForce
2025-05-07 23:16:54,23.152.234.228,31.71.187.3,ICMP,17460,10358,8555,72,38,718,117,BENIGN
2025-05-07 23:16:55,240.118.47.162,46.91.87.246,UDP,13793,16987,1297,44,58,1280,536,BENIGN
2025-05-07 23:16:56,56.170.122.209,180.110.200.68,UDP,59890,62921,6563,81,97,895,962,BENIGN
2025-05-07 23:16:57,190.234.149.41,25.185.82.72,ICMP,18923,63861,7330,91,3,508,737,BENIGN
2025-05-07 23:16:58,108.140.208.106,221.200.33.243,UDP,18171,24966,7829,37,59,777,270,DDoS
2025-05-07 23:16:59,62.165.246.250,165.216.211.166,TCP,59631,6659,7816,59,18,1089,512,BENIGN
2025-05-07 23:17:00,1.45.4.99,99.223.113.167,UDP,13526,15535,1858,68,42,1451,601,BENIGN
2025-05-07 23:17:01,163.38.71.175,38.152.89.106,ICMP,57576,44433,5802,29,99,805,107,BENIGN
2025-05-07 23:17:02,195.101.159.210,73.235.102.70,ICMP,16537,56976,7419,25,2,1170,853,BENIGN
2025-05-07 23:17:03,24.99.242.160,251.19.90.51,ICMP,45319,41906,8981,67,68,1465,222,PortScan
2025-05-07 23:17:04,121.225.137.160,48.182.16.181,UDP,64647,1164,1836,88,27,1401,396,BENIGN
2025-05-07 23:17:05,190.245.29.231,217.25.60.78,ICMP,23105,60828,3054,13,44,48,1475,BENIGN
2025-05-07 23:17:06,111.105.126.157,255.7.168.74,TCP,56631,8298,3773,61,98,1183,248,DoS
2025-05-07 23:17:07,39.74.170.255,69.10.242.237,ICMP,49090,45317,6175,29,85,259,247,BENIGN
2025-05-07 23:17:08,146.29.218.171,98.254.206.44,TCP,13675,57063,3535,82,3,498,921,BENIGN
2025-05-07 23:17:09,75.202.240.151,217.186.222.187,TCP,58749,15672,9479,10,81,1172,1358,DoS
2025-05-07 23:17:10,54.177.217.84,70.87.43.128,UDP,22113,20803,4789,28,56,47,239,BENIGN
2025-05-07 23:17:11,241.44.12.91,19.137.133.212,ICMP,7848,19971,6976,89,99,378,151,PortScan
2025-05-07 23:17:12,61.225.164.178,138.115.70.101,TCP,9616,45847,4044,71,12,451,982,BENIGN
2025-05-07 23:17:13,89.232.146.119,150.212.142.45,UDP,49838,9670,46,20,40,505,1029,DDoS
2025-05-07 23:17:14,173.0.76.23,117.137.50.218,TCP,20931,38720,25,100,75,188,789,BENIGN
2025-05-07 23:17:15,181.48.225.201,130.27.177.17,UDP,58365,61336,314,51,26,963,624,BENIGN
2025-05-07 23:17:16,68.22.236.206,207.102.43.14,UDP,58604,61164,250,45,81,958,313,BENIGN
2025-05-07 23:17:17,145.198.44.47,147.178.78.75,UDP,3631,55058,9922,50,67,1170,1328,BENIGN
2025-05-07 23:17:18,134.141.188.70,142.41.214.221,UDP,7196,43278,4056,98,85,1471,409,BENIGN
2025-05-07 23:17:19,2.116.98.126,39.45.254.25,UDP,40475,38408,5786,55,34,839,78,BENIGN
2025-05-07 23:17:20,91.62.11.167,45.11.161.248,UDP,9680,2647,1192,92,41,235,1027,BruteForce
2025-05-07 23:17:21,236.171.102.2,84.149.56.109,UDP,25466,54105,2032,14,9,1046,119,DoS
2025-05-07 23:17:22,232.54.82.106,9.190.228.170,UDP,9731,20967,7435,82,38,1222,386,BENIGN
2025-05-07 23:17:23,110.7.211.119,202.13.189.151,TCP,20692,23459,770,42,60,763,879,BENIGN
2025-05-07 23:17:24,16.12.175.37,147.212.55.114,ICMP,62625,3110,5065,80,64,585,1263,BENIGN
2025-05-07 23:17:25,185.134.95.16,170.241.101.166,UDP,57643,42289,9875,24,35,318,996,DDoS
2025-05-07 23:17:26,73.156.160.56,207.5.6.214,ICMP,46218,18451,7482,77,85,1053,369,BENIGN
2025-05-07 23:17:27,58.74.166.100,16.16.230.199,TCP,19172,4049,2209,27,56,1246,621,BENIGN
2025-05-07 23:17:28,70.80.12.220,31.183.170.115,ICMP,898,51551,4448,91,87,1141,1391,BENIGN
2025-05-07 23:17:29,190.220.232.115,246.102.189.26,ICMP,859,63952,3011,53,81,433,733,BENIGN
2025-05-07 23:17:30,162.210.170.139,17.225.8.12,UDP,51459,18809,1620,97,10,1417,1398,BENIGN
2025-05-07 23:17:31,109.153.251.228,208.111.6.146,TCP,61472,26422,8162,77,98,1236,629,BENIGN
2025-05-07 23:17:32,10.131.218.98,71.153.109.116,ICMP,14300,42374,818,89,71,403,637,BENIGN
2025-05-07 23:17:33,164.160.53.12,132.215.176.4,TCP,42454,7331,7671,59,77,853,309,BENIGN
2025-05-07 23:17:34,230.180.17.222,21.87.211.92,UDP,3384,9755,9006,43,23,814,540,DoS
2025-05-07 23:17:35,54.146.189.126,157.212.113.200,ICMP,12415,45391,8459,80,18,682,268,PortScan
2025-05-07 23:17:36,166.173.218.226,140.75.42.190,UDP,56736,50354,6979,36,56,880,819,BENIGN
2025-05-07 23:17:37,27.3.137.194,95.237.232.148,TCP,38225,38524,2197,49,50,389,214,BENIGN
2025-05-07 23:17:38,36.52.56.212,11.216.80.246,UDP,54092,63236,4881,14,25,1108,240,BENIGN
2025-05-07 23:17:39,6.42.157.73,37.186.44.15,TCP,13840,34167,4548,69,36,544,1384,BENIGN
2025-05-07 23:17:40,181.215.107.61,134.37.92.87,ICMP,48539,63029,9224,62,41,1172,195,BENIGN
2025-05-07 23:17:41,183.96.43.102,45.163.156.229,UDP,18087,19009,3835,28,88,809,694,BENIGN
2025-05-07 23:17:42,162.215.47.118,120.39.0.57,TCP,40753,19588,3973,97,53,561,1476,BENIGN
2025-05-07 23:17:43,13.224.151.212,77.157.161.147,ICMP,24065,60836,4071,95,86,1448,904,BENIGN
2025-05-07 23:17:44,151.35.136.59,196.247.224.206,TCP,27124,5969,7066,81,86,1303,242,BENIGN
2025-05-07 23:17:45,139.87.27.26,248.207.8.125,TCP,47131,484,9119,16,95,1431,895,BENIGN
2025-05-07 23:17:46,222.220.85.233,234.118.142.92,TCP,46821,39047,2941,74,90,1106,788,BENIGN
2025-05-07 23:17:47,177.254.97.227,89.142.80.94,UDP,22694,10580,9445,67,84,776,689,DDoS
2025-05-07 23:17:48,239.220.114.1,169.26.188.165,ICMP,55020,7017,8548,8,21,87,199,BENIGN
2025-05-07 23:17:49,247.239.219.89,10.70.17.55,UDP,44076,4613,4135,15,12,492,858,BENIGN
2025-05-07 23:17:50,202.50.35.150,40.105.75.204,TCP,10616,45109,1790,46,39,995,1346,BENIGN
2025-05-07 23:17:51,95.194.66.33,153.164.187.46,UDP,17652,56788,8307,78,97,835,687,BruteForce
2025-05-07 23:17:52,55.133.237.3,113.194.71.111,UDP,48009,55432,8396,17,3,1281,40,BENIGN
2025-05-07 23:17:53,230.113.105.28,99.141.137.162,ICMP,21248,31134,3170,34,20,143,1028,BENIGN
2025-05-07 23:17:54,62.132.100.44,144.148.14.139,ICMP,51886,60414,4352,4,68,456,853,DoS
2025-05-07 23:17:55,176.156.0.91,142.103.25.96,UDP,51162,37337,2816,16,36,131,40,PortScan
2025-05-07 23:17:56,113.212.14.191,196.215.250.181,TCP,46051,29425,6680,10,78,249,1279,BENIGN
2025-05-07 23:17:57,164.60.77.137,53.50.235.168,UDP,44257,1782,7547,63,68,1209,1100,BENIGN
2025-05-07 23:17:58,202.192.104.218,157.230.85.154,ICMP,27150,59472,2742,51,68,1261,126,BENIGN
2025-05-07 23:17:59,182.48.179.84,3.185.206.70,ICMP,16252,19209,7800,98,21,1171,898,PortScan
2025-05-07 23:18:00,97.251.165.17,41.99.11.57,TCP,41921,25433,2724,18,76,1044,488,DDoS
2025-05-07 23:18:01,172.244.232.32,154.87.167.41,TCP,32611,26309,1381,87,63,742,370,BruteForce
2025-05-07 23:18:02,75.245.202.206,69.60.91.186,ICMP,32483,23259,941,54,26,194,892,BENIGN
2025-05-07 23:18:03,192.158.207.167,216.244.59.48,ICMP,6461,21761,5318,27,31,1128,364,BENIGN
2025-05-07 23:18:04,175.140.115.33,70.9.254.150,ICMP,21309,49707,6407,6,32,1456,918,BENIGN
2025-05-07 23:18:05,59.90.62.50,249.238.185.228,ICMP,33521,51402,9444,33,75,1253,1185,BENIGN
2025-05-07 23:18:06,97.30.63.140,235.124.103.84,UDP,49977,29584,1715,42,5,884,1289,BruteForce
2025-05-07 23:18:07,159.230.220.23,92.220.12.124,TCP,5481,19399,7942,62,67,212,1077,BruteForce
2025-05-07 23:18:08,58.43.61.43,172.35.30.43,UDP,59267,58253,8712,4,92,1233,1456,BENIGN
2025-05-07 23:18:09,111.34.190.170,5.242.102.104,TCP,3102,849,2726,97,66,277,56,BENIGN
2025-05-07 23:18:10,213.121.193.169,160.23.38.233,ICMP,29659,33941,3215,14,10,283,555,BENIGN
2025-05-07 23:18:11,247.0.242.71,237.119.135.202,TCP,57668,50315,4193,73,94,930,376,DDoS
2025-05-07 23:18:12,29.251.152.95,242.50.109.6,TCP,12204,30552,6206,57,98,1342,462,BENIGN
2025-05-07 23:18:13,48.194.178.179,95.224.35.222,TCP,55798,39799,632,75,1,1248,633,BENIGN
2025-05-07 23:18:14,117.68.160.49,106.85.33.198,TCP,38436,47548,8097,49,22,397,970,BENIGN
2025-05-07 23:18:15,3.52.104.41,188.110.69.229,ICMP,20589,44839,2773,20,45,697,681,BruteForce
2025-05-07 23:18:16,114.15.152.26,248.254.170.70,ICMP,62458,30321,7879,59,21,174,624,BruteForce
2025-05-07 23:18:17,116.62.236.85,99.117.53.71,UDP,13335,40198,8145,71,58,749,1225,PortScan
2025-05-07 23:18:18,124.88.177.54,129.19.150.114,UDP,24164,41314,6115,100,27,305,601,BENIGN
2025-05-07 23:18:19,40.127.139.134,161.108.3.196,UDP,28262,32210,38,50,4,85,723,BENIGN
2025-05-07 23:18:20,191.244.28.192,219.213.248.99,UDP,32519,39065,263,79,6,614,992,BENIGN
2025-05-07 23:18:21,21.76.62.46,134.218.255.243,UDP,46362,51026,2436,83,78,481,1436,BENIGN
2025-05-07 23:18:22,51.237.188.184,235.125.223.40,ICMP,64620,5638,1663,7,12,230,656,BENIGN
2025-05-07 23:18:23,108.108.10.45,105.1.136.59,TCP,39237,60879,8691,31,97,241,1188,BENIGN
2025-05-07 23:18:24,25.47.53.243,90.80.173.18,UDP,4715,49673,71,54,76,1116,344,BENIGN
2025-05-07 23:18:25,42.150.155.137,197.203.105.2,TCP,53740,12758,8735,43,40,940,1209,BENIGN
2025-05-07 23:18:26,174.77.237.147,96.80.28.243,UDP,17900,28329,20,85,25,1381,322,BENIGN
2025-05-07 23:18:27,3.13.31.5,196.107.162.242,TCP,11568,9666,2150,24,60,817,986,BENIGN
2025-05-07 23:18:28,102.189.157.190,91.29.112.186,TCP,2737,28272,4846,27,11,915,84,BENIGN
2025-05-07 23:18:29,152.43.40.204,74.47.8.58,TCP,15658,62636,9010,8,27,479,186,BENIGN
2025-05-07 23:18:30,212.50.150.85,27.145.193.48,UDP,48725,32384,6107,38,37,414,628,BENIGN
2025-05-07 23:18:31,158.19.5.179,61.56.145.50,TCP,20109,54987,9132,60,1,1015,905,BENIGN
2025-05-07 23:18:32,93.224.180.22,48.14.83.87,TCP,6148,38089,30,60,92,856,1017,BENIGN
