src_ip,dst_ip,protocol,packet_size,label,is_anomaly
147.198.46.153,10.229.23.192,1,1293,BENIGN,0
214.191.247.87,11.191.35.65,17,1036,BENIGN,0
14.79.224.67,222.94.155.246,6,1429,BENIGN,0
194.177.215.20,251.137.157.66,17,921,BENIGN,0
60.220.247.101,201.241.117.213,17,1003,BENIGN,0
49.21.159.144,55.188.210.188,17,805,BENIGN,0
198.75.95.152,96.106.186.26,6,724,BENIGN,0
14.75.246.16,54.124.207.206,1,1079,BENIGN,0
119.141.224.107,220.169.88.112,1,345,DDoS,1
30.110.254.19,234.111.110.36,6,1265,BENIGN,0
100.130.250.84,161.203.200.57,17,194,BENIGN,0
216.242.227.167,97.101.120.176,1,103,BENIGN,0
108.194.219.175,244.208.153.201,6,1327,BENIGN,0
32.247.60.39,170.180.72.51,6,1351,BENIGN,0
14.244.124.83,102.122.69.154,6,474,BENIGN,0
151.93.234.176,122.62.81.25,6,317,BENIGN,0
14.148.199.177,181.176.206.51,1,1217,BENIGN,0
239.162.206.240,83.233.153.41,6,113,PortScan,1
135.221.140.162,157.46.134.175,6,1009,DoS,1
224.200.77.206,123.251.102.108,17,102,BENIGN,0
210.129.63.36,73.166.108.78,17,485,BENIGN,0
243.207.250.169,220.118.223.60,6,625,BENIGN,0
110.223.157.113,58.155.14.180,17,466,BENIGN,0
63.242.34.243,174.23.207.183,6,173,BENIGN,0
9.135.229.81,140.132.83.124,6,1305,BENIGN,0
59.122.6.137,252.169.24.53,17,115,BENIGN,0
105.197.216.146,124.19.175.11,6,75,BENIGN,0
116.23.222.128,171.48.78.56,6,842,BENIGN,0
129.133.173.218,5.68.120.204,17,853,PortScan,1
149.163.199.39,211.153.148.119,17,1354,BENIGN,0
91.21.201.181,115.25.90.242,17,59,DDoS,1
60.241.228.64,142.39.162.225,17,714,BENIGN,0
61.115.135.135,251.19.11.201,6,1224,DoS,1
238.19.160.61,249.131.34.209,17,295,BENIGN,0
79.128.183.129,106.139.191.39,1,1498,BENIGN,0
214.108.10.161,248.31.84.240,1,232,BENIGN,0
91.0.215.25,230.135.45.175,1,907,BENIGN,0
69.167.209.70,88.233.120.87,6,424,BENIGN,0
233.126.31.104,88.96.123.130,17,1168,BENIGN,0
81.38.134.135,91.231.122.253,1,641,DoS,1
230.214.197.158,226.135.41.169,17,1086,BENIGN,0
197.15.158.209,7.253.55.59,6,808,BENIGN,0
170.198.66.200,254.96.136.10,1,1244,BENIGN,0
43.233.42.31,232.38.245.28,1,382,DoS,1
3.162.179.217,31.195.12.59,1,1026,BENIGN,0
210.117.111.108,228.71.99.106,6,444,BENIGN,0
123.24.210.49,220.56.91.210,17,173,BENIGN,0
197.207.64.148,220.80.26.247,17,1229,BENIGN,0
34.248.167.33,77.31.151.134,17,488,BENIGN,0
81.217.106.250,171.190.174.59,1,204,BENIGN,0
203.97.151.212,61.205.188.157,1,275,BENIGN,0
178.184.181.12,226.149.99.43,17,932,BENIGN,0
31.156.183.109,215.58.78.196,17,705,BENIGN,0
168.149.74.133,32.226.220.101,17,582,BENIGN,0
106.91.216.248,254.198.218.38,17,1160,BENIGN,0
32.65.159.147,90.171.227.88,1,959,BENIGN,0
150.199.217.181,237.23.90.58,1,126,BENIGN,0
46.62.152.63,3.246.107.223,17,1346,BENIGN,0
63.212.219.127,215.36.74.109,17,359,BENIGN,0
184.66.49.46,167.175.31.62,17,1218,BENIGN,0
139.173.221.64,189.163.212.67,6,698,DoS,1
129.166.36.242,95.33.78.35,17,1340,BENIGN,0
45.115.63.152,7.173.222.208,1,175,BENIGN,0
18.190.128.242,50.206.188.76,17,358,BENIGN,0
84.216.207.87,184.46.235.71,17,1415,DDoS,1
144.106.97.94,130.224.170.202,17,55,BENIGN,0
228.145.243.152,194.188.239.153,17,300,DDoS,1
170.188.190.246,28.82.120.30,17,318,BENIGN,0
141.97.28.3,98.128.181.88,6,1004,BENIGN,0
154.24.162.53,174.36.55.133,6,547,BENIGN,0
4.15.96.110,164.67.144.34,17,433,BENIGN,0
232.108.188.79,165.200.133.177,6,1325,BENIGN,0
156.26.253.106,199.235.187.154,17,490,BENIGN,0
16.29.137.124,42.197.189.80,1,558,BENIGN,0
59.11.129.122,56.56.138.217,17,274,DoS,1
3.63.30.68,192.229.72.40,1,635,DoS,1
57.26.32.123,172.39.162.5,1,555,BENIGN,0
224.130.190.67,167.59.40.69,1,496,BENIGN,0
135.247.43.211,189.150.7.23,6,1258,BENIGN,0
235.194.248.48,203.29.24.201,1,658,BENIGN,0
27.241.241.5,182.247.127.190,1,537,BruteForce,1
190.84.206.243,37.87.197.177,1,891,BENIGN,0
117.154.196.23,137.48.244.90,1,963,BruteForce,1
121.166.22.109,33.250.21.185,17,66,DoS,1
209.1.113.123,169.154.59.33,6,776,BENIGN,0
209.233.42.42,197.167.235.66,6,498,BENIGN,0
71.88.225.5,64.145.194.198,17,815,BENIGN,0
163.52.106.153,146.30.225.109,1,648,BENIGN,0
141.160.225.7,241.193.171.91,6,815,BENIGN,0
40.18.197.124,51.90.101.243,1,572,BENIGN,0
188.230.96.144,4.199.189.114,17,1432,BENIGN,0
13.241.214.102,221.247.40.152,6,301,BENIGN,0
170.195.187.135,186.5.37.165,1,1400,BENIGN,0
54.16.69.218,225.73.88.149,17,89,BruteForce,1
124.173.98.37,6.114.243.136,6,677,BENIGN,0
185.67.195.132,96.240.103.221,17,1102,BENIGN,0
191.101.77.255,240.160.136.128,6,338,BruteForce,1
168.45.104.125,150.141.156.177,17,1026,BENIGN,0
254.4.159.13,20.221.6.216,17,234,BENIGN,0
220.231.232.9,105.225.172.49,6,298,BENIGN,0
46.99.150.28,211.162.221.105,1,961,BENIGN,0
158.114.245.244,88.153.46.195,6,1363,BENIGN,0
185.18.110.232,181.178.112.22,17,1377,BENIGN,0
181.166.137.183,237.126.120.252,6,360,BENIGN,0
86.207.75.251,126.143.35.21,17,1478,BENIGN,0
2.151.166.172,81.175.78.170,1,395,BENIGN,0
244.237.57.219,132.142.67.233,6,391,BENIGN,0
152.2.135.28,215.199.132.68,1,476,BENIGN,0
89.200.201.1,79.76.45.151,6,933,BENIGN,0
129.110.16.5,50.171.231.19,17,352,BENIGN,0
52.183.225.41,147.235.158.200,6,563,BENIGN,0
242.21.184.200,198.33.105.29,17,1362,BENIGN,0
167.155.145.178,172.11.1.233,1,324,DDoS,1
21.22.120.243,152.173.78.176,17,513,BENIGN,0
137.178.175.32,140.116.127.156,6,1430,BENIGN,0
16.131.73.62,175.131.64.36,17,410,DDoS,1
221.23.39.24,89.201.222.150,1,1193,BENIGN,0
123.196.214.209,4.37.53.102,6,824,BENIGN,0
124.63.58.27,41.86.109.89,6,512,BENIGN,0
59.217.250.182,93.154.9.53,1,765,BENIGN,0
113.38.37.137,54.139.26.151,6,822,BENIGN,0
141.139.97.166,238.108.229.238,17,1456,BENIGN,0
104.18.158.106,71.1.139.18,1,265,BENIGN,0
255.220.140.159,221.58.179.117,17,1352,DDoS,1
13.37.173.254,171.124.94.89,1,520,BENIGN,0
91.38.104.73,160.95.46.84,1,386,BENIGN,0
177.36.30.217,10.234.138.92,17,1461,BENIGN,0
171.241.46.189,178.62.179.11,1,1182,BENIGN,0
28.80.108.68,173.34.194.83,6,548,BENIGN,0
159.59.249.194,33.233.244.10,1,238,BENIGN,0
130.80.252.226,194.161.79.198,6,510,BENIGN,0
5.202.113.144,135.229.99.116,6,913,BruteForce,1
223.149.144.17,38.201.148.156,6,1421,BENIGN,0
39.67.252.13,113.134.142.94,17,109,BENIGN,0
225.156.142.12,105.111.234.217,6,1092,BENIGN,0
169.230.176.137,79.206.171.239,17,131,BENIGN,0
32.15.58.32,59.44.179.194,1,343,BENIGN,0
51.240.7.233,146.43.19.7,6,368,BENIGN,0
181.227.221.136,139.32.200.184,17,1227,BENIGN,0
16.12.175.37,147.212.55.114,1,585,BENIGN,0
64.189.121.60,180.22.220.84,1,737,BENIGN,0
73.137.24.223,167.172.136.117,17,1380,DoS,1
168.40.12.44,69.223.248.97,6,1291,BENIGN,0
112.139.216.154,34.151.117.224,17,441,BENIGN,0
133.21.226.151,14.60.251.163,17,1430,BENIGN,0
48.90.238.85,155.150.53.139,6,366,BENIGN,0
29.231.102.14,120.109.188.129,17,822,BENIGN,0
206.145.226.194,52.175.52.142,6,281,BENIGN,0
66.171.24.31,175.54.211.59,6,535,BENIGN,0
218.141.131.24,80.16.102.97,1,876,BENIGN,0
158.80.165.167,170.76.39.2,6,118,BENIGN,0
180.186.114.118,100.71.100.158,17,348,BENIGN,0
228.239.164.167,14.163.70.7,17,891,BENIGN,0
217.9.78.203,215.125.88.144,1,1294,BENIGN,0
50.241.79.248,64.149.92.23,17,601,BENIGN,0
102.143.224.125,22.43.10.86,1,1148,BENIGN,0
120.49.32.125,210.32.117.180,17,698,DoS,1
105.26.128.44,5.29.203.41,6,1477,BENIGN,0
13.144.14.40,208.111.161.54,1,648,BENIGN,0
119.238.54.218,25.123.188.88,17,672,BENIGN,0
4.160.11.63,182.14.48.36,6,866,BENIGN,0
57.30.91.172,226.62.136.80,17,191,BENIGN,0
172.63.161.94,82.202.65.32,6,1367,BENIGN,0
148.47.82.61,211.55.59.201,6,191,BENIGN,0
136.151.197.16,172.226.147.203,1,372,BENIGN,0
214.44.76.69,250.71.172.254,1,560,BENIGN,0
128.4.152.111,77.56.132.223,6,600,BENIGN,0
32.170.62.115,73.76.58.51,1,1193,BENIGN,0
195.203.146.129,177.133.129.250,1,833,BENIGN,0
107.117.220.255,124.29.134.244,6,1013,BENIGN,0
31.199.208.101,27.223.130.79,17,1382,BENIGN,0
156.30.149.224,25.170.200.3,6,57,BENIGN,0
85.111.85.5,60.65.97.243,17,256,BruteForce,1
158.69.142.70,232.142.253.123,6,161,BENIGN,0
95.58.161.126,58.128.41.87,17,367,BENIGN,0
144.248.188.246,214.160.145.122,6,762,BENIGN,0
96.129.239.166,103.134.139.230,17,1475,BENIGN,0
244.89.56.36,128.127.174.225,6,423,DDoS,1
245.45.230.208,145.17.18.171,6,1263,DDoS,1
13.108.71.129,160.176.13.17,17,1427,DDoS,1
233.200.185.201,14.85.196.55,17,902,BENIGN,0
214.162.75.183,254.133.4.59,6,1334,BENIGN,0
134.157.31.143,133.215.188.116,1,1128,BENIGN,0
79.155.30.242,159.42.142.41,6,137,BENIGN,0
189.16.162.204,58.198.84.4,1,1183,BENIGN,0
188.158.248.230,73.157.32.17,1,980,BENIGN,0
248.78.245.127,242.117.59.130,17,1143,BENIGN,0
14.14.235.164,215.120.18.38,17,501,BENIGN,0
78.64.22.35,186.65.147.103,6,1265,BruteForce,1
47.179.176.195,236.196.202.6,17,952,BENIGN,0
166.205.247.239,160.253.87.85,17,1327,BENIGN,0
198.163.68.208,106.217.47.146,17,1299,BENIGN,0
29.67.136.162,231.208.110.62,17,140,BENIGN,0
160.246.28.84,188.88.102.175,17,509,BENIGN,0
96.5.163.5,154.203.199.57,17,867,BENIGN,0
134.36.64.39,3.66.199.50,17,88,BENIGN,0
145.67.81.60,155.255.156.9,6,393,BENIGN,0
87.114.94.9,127.215.253.41,17,767,BENIGN,0
248.78.77.60,86.199.47.233,6,275,BENIGN,0
159.124.175.113,105.104.47.125,6,1486,BENIGN,0
235.240.165.209,109.233.109.207,17,513,BENIGN,0
222.227.76.221,114.83.84.183,6,346,BruteForce,1
28.55.163.223,3.248.155.149,6,157,DoS,1
134.178.243.218,11.63.62.54,6,365,BENIGN,0
180.57.84.198,225.154.6.56,1,603,BENIGN,0
119.57.183.169,209.12.105.13,17,457,BENIGN,0
79.47.98.147,187.18.144.193,17,970,BENIGN,0
38.255.172.241,101.84.153.171,6,616,BENIGN,0
44.138.197.218,103.134.48.11,6,153,BENIGN,0
77.158.3.147,217.47.158.4,1,1219,BruteForce,1
177.96.9.214,201.154.79.126,6,837,BENIGN,0
106.58.245.232,30.194.190.91,17,657,BENIGN,0
173.63.165.72,184.145.143.228,17,226,BENIGN,0
87.146.152.90,253.171.21.255,6,1063,DDoS,1
10.21.176.22,181.106.130.120,1,1212,BruteForce,1
84.107.131.222,19.48.106.204,6,117,BENIGN,0
113.45.81.49,48.153.56.196,6,1049,BENIGN,0
18.110.168.71,84.39.161.107,6,1347,BENIGN,0
230.44.219.36,179.71.199.186,6,1074,BENIGN,0
148.114.25.148,152.99.94.76,1,984,BENIGN,0
147.177.202.16,246.137.245.252,6,556,BENIGN,0
71.130.231.189,34.97.203.29,1,858,BENIGN,0
233.27.147.90,238.74.247.27,6,1158,BENIGN,0
112.85.135.243,74.219.127.208,1,872,BENIGN,0
116.162.55.191,246.213.248.178,17,972,BENIGN,0
200.95.126.240,56.201.172.10,6,336,BruteForce,1
236.247.175.106,17.222.211.22,1,153,DDoS,1
162.220.105.205,143.48.221.241,6,337,BruteForce,1
30.35.239.211,82.57.232.18,17,1182,BENIGN,0
45.92.114.121,150.41.240.222,6,120,PortScan,1
204.225.115.30,47.105.207.213,6,615,BENIGN,0
253.225.73.222,216.234.126.144,17,955,BENIGN,0
32.228.117.101,147.57.236.216,17,519,BENIGN,0
134.51.108.8,51.72.200.55,17,117,BENIGN,0
159.87.28.109,181.135.219.215,6,843,BENIGN,0
221.104.249.106,12.177.66.146,17,697,BENIGN,0
203.106.11.176,224.95.197.83,6,158,BruteForce,1
205.155.225.87,158.116.74.41,17,1149,BENIGN,0
73.224.240.159,246.21.226.116,1,162,BENIGN,0
147.80.31.171,182.56.255.117,17,1311,BENIGN,0
2.184.95.39,150.139.98.199,1,1413,BENIGN,0
115.228.153.201,142.219.253.51,17,641,BENIGN,0
185.124.171.177,223.30.34.132,6,1172,BENIGN,0
223.82.185.162,196.50.20.135,6,410,BENIGN,0
122.185.118.235,228.80.101.134,1,323,BENIGN,0
113.189.118.108,9.250.87.19,17,1355,BENIGN,0
155.146.24.218,174.36.12.207,1,497,BENIGN,0
243.194.117.201,119.215.34.171,1,379,BENIGN,0
241.17.46.51,255.96.80.172,17,345,BENIGN,0
89.11.89.139,190.60.103.7,17,1381,BENIGN,0
21.11.12.145,231.228.197.56,17,1379,BENIGN,0
170.160.46.130,227.241.145.167,6,645,BENIGN,0
162.60.153.65,31.124.205.253,6,915,DoS,1
105.241.65.55,229.140.242.205,17,51,BENIGN,0
204.68.129.122,96.195.2.137,17,522,BENIGN,0
151.160.8.116,99.85.191.192,6,498,BENIGN,0
163.13.231.214,59.172.84.16,6,62,BruteForce,1
160.9.195.39,40.149.181.31,6,1248,BENIGN,0
100.221.126.245,229.140.243.194,17,386,BENIGN,0
181.128.6.179,105.49.246.57,1,618,BENIGN,0
99.183.228.174,204.163.110.172,1,1066,BENIGN,0
159.154.168.132,19.243.55.167,1,248,BENIGN,0
27.185.158.231,158.178.183.76,17,748,BruteForce,1
54.79.179.52,17.20.4.43,1,525,BENIGN,0
82.53.144.215,24.251.113.55,1,1192,BENIGN,0
204.238.161.101,224.134.50.55,1,1422,PortScan,1
171.152.142.11,232.187.129.194,1,1348,BENIGN,0
229.224.217.49,91.23.84.4,6,1399,BENIGN,0
79.119.233.115,116.129.119.28,17,162,BENIGN,0
154.132.101.197,157.157.119.53,1,833,BENIGN,0
218.215.20.100,189.240.228.252,17,1296,BENIGN,0
220.24.141.19,53.87.101.26,17,255,BENIGN,0
100.59.77.169,165.223.122.232,1,473,BENIGN,0
114.115.17.198,246.234.195.252,6,956,BENIGN,0
147.154.122.76,237.183.82.65,17,1231,BENIGN,0
171.80.18.187,31.160.40.213,1,243,BruteForce,1
65.115.37.167,34.244.68.192,17,515,DoS,1
150.49.31.157,126.103.0.37,6,88,BENIGN,0
116.118.232.205,125.121.233.225,6,856,BENIGN,0
68.22.236.206,207.102.43.14,17,958,BENIGN,0
190.242.248.221,242.94.162.249,17,1319,BENIGN,0
227.162.81.203,226.191.100.113,17,71,BENIGN,0
145.235.7.49,204.97.242.70,1,438,BENIGN,0
212.112.30.229,39.33.182.58,6,1420,BENIGN,0
123.75.18.238,128.121.163.189,6,914,BENIGN,0
37.85.124.144,248.74.116.71,1,1408,BENIGN,0
252.180.207.43,101.242.160.224,6,1018,DoS,1
43.204.194.219,199.186.103.201,1,1486,BENIGN,0
186.38.1.40,41.178.11.223,1,993,BENIGN,0
194.175.215.50,168.177.5.226,1,1013,BENIGN,0
21.133.122.117,35.122.24.74,17,524,BENIGN,0
178.94.30.203,160.138.81.62,17,1135,BENIGN,0
92.70.10.22,153.115.45.25,17,1424,BENIGN,0
84.153.249.3,147.28.119.197,17,1461,BENIGN,0
58.28.77.53,87.129.47.235,6,728,BENIGN,0
18.216.107.111,57.216.2.27,6,585,BENIGN,0
195.83.149.246,250.215.46.16,6,363,BENIGN,0
210.179.184.176,5.127.71.177,17,1167,BENIGN,0
40.29.56.34,238.46.246.208,6,1095,BENIGN,0
16.83.39.207,241.2.144.157,17,179,DDoS,1
53.207.177.140,12.184.65.103,17,1038,BENIGN,0
59.68.251.98,20.183.216.149,6,835,BENIGN,0
123.114.223.196,179.109.158.112,1,662,BENIGN,0
237.207.254.35,24.230.21.131,17,379,BENIGN,0
23.190.163.6,157.10.139.57,1,738,BENIGN,0
100.102.85.117,74.65.103.211,6,724,BENIGN,0
142.165.87.203,82.181.212.100,1,1399,BENIGN,0
2.75.216.67,104.100.73.7,17,552,DDoS,1
31.203.55.197,194.15.12.16,17,1273,BENIGN,0
54.51.53.16,239.64.86.180,6,1489,DDoS,1
179.138.243.147,181.29.151.85,1,641,BENIGN,0
115.11.220.27,229.60.164.99,6,272,DDoS,1
245.252.204.91,110.128.224.103,17,55,BENIGN,0
73.210.174.68,122.154.5.148,17,1226,BENIGN,0
1.35.95.216,172.253.244.12,6,385,PortScan,1
52.248.140.71,168.5.78.178,6,749,BENIGN,0
176.129.105.56,29.54.130.114,6,447,BENIGN,0
214.113.161.150,70.139.93.31,6,1187,BENIGN,0
6.83.111.222,192.142.181.189,17,182,PortScan,1
172.27.126.138,95.162.13.86,1,1130,BENIGN,0
82.132.158.38,115.146.237.214,17,1001,BENIGN,0
23.209.169.141,242.161.98.218,6,1166,BENIGN,0
213.67.4.169,141.68.175.144,1,1459,DDoS,1
118.113.244.119,191.226.253.88,1,1477,BENIGN,0
151.105.132.180,96.59.171.179,1,414,BENIGN,0
76.40.185.75,17.86.114.35,17,511,BENIGN,0
102.77.202.180,227.237.229.158,17,862,BENIGN,0
246.77.183.178,127.175.251.134,6,1205,BENIGN,0
154.177.218.91,244.27.0.10,1,382,BruteForce,1
118.32.201.252,41.151.31.192,6,973,BENIGN,0
64.239.202.237,73.247.64.121,17,1135,BENIGN,0
150.128.221.82,64.2.94.252,17,309,BENIGN,0
109.33.30.179,27.22.115.162,17,222,BENIGN,0
179.58.168.7,217.42.132.239,17,1340,BENIGN,0
194.55.87.93,155.113.89.214,1,402,BENIGN,0
160.99.253.100,217.209.238.20,17,1314,BENIGN,0
224.4.186.184,170.63.110.133,6,789,BENIGN,0
188.203.206.165,14.204.133.148,1,429,BENIGN,0
60.78.239.73,99.85.184.194,6,350,BENIGN,0
67.199.216.42,109.122.110.225,1,587,BENIGN,0
138.169.212.111,227.31.132.203,6,825,BENIGN,0
35.187.244.142,211.74.208.129,17,446,BENIGN,0
182.11.65.158,120.119.152.91,6,1263,DoS,1
253.104.46.34,166.140.234.237,1,1060,BENIGN,0
217.8.85.237,182.36.240.100,17,79,BENIGN,0
230.152.60.85,255.202.81.70,6,424,BENIGN,0
57.139.100.24,221.225.37.11,6,878,DDoS,1
27.134.70.51,14.128.95.22,17,808,PortScan,1
196.24.141.94,144.201.198.152,6,567,BENIGN,0
49.81.236.224,139.144.188.123,17,1143,BENIGN,0
64.170.7.47,205.92.60.142,6,439,BENIGN,0
65.133.42.164,17.238.196.83,17,652,BENIGN,0
54.102.179.35,226.183.33.54,6,1326,DoS,1
6.254.163.132,104.233.15.87,1,589,BENIGN,0
179.124.255.15,219.126.140.210,17,364,BENIGN,0
247.3.1.148,208.217.89.129,1,916,DDoS,1
173.137.210.34,158.171.69.248,17,378,DDoS,1
96.117.106.26,108.68.174.178,17,100,BENIGN,0
235.207.50.183,237.42.128.158,17,892,BENIGN,0
94.235.38.134,87.3.252.38,6,461,BENIGN,0
245.214.89.69,46.105.192.151,6,610,BENIGN,0
39.88.123.182,59.150.136.171,17,264,BENIGN,0
218.111.80.175,212.94.184.54,6,55,BENIGN,0
127.19.139.200,183.80.107.176,17,1082,BENIGN,0
178.103.239.248,133.232.108.153,6,936,DDoS,1
215.140.99.66,183.128.84.18,1,675,BENIGN,0
250.167.55.138,130.204.153.183,17,1035,BENIGN,0
251.58.71.8,246.182.137.22,6,707,BENIGN,0
202.5.90.60,135.91.164.154,1,449,BENIGN,0
247.232.67.249,233.67.30.114,17,849,BENIGN,0
51.94.48.153,34.89.167.240,6,394,BENIGN,0
95.30.11.115,133.118.194.150,1,78,BENIGN,0
140.23.9.173,202.11.215.159,6,173,BENIGN,0
23.206.37.116,23.208.246.252,1,1134,BENIGN,0
249.131.235.48,35.91.107.100,1,452,BENIGN,0
136.99.13.253,205.122.232.12,17,813,BENIGN,0
172.28.237.104,191.145.91.49,17,353,BENIGN,0
63.3.12.105,140.57.100.77,1,719,BENIGN,0
190.244.242.64,229.159.25.36,17,482,BENIGN,0
236.104.12.78,96.20.219.153,17,792,DoS,1
120.2.188.72,110.236.140.111,6,1211,BENIGN,0
97.71.251.58,50.228.132.244,17,1051,BENIGN,0
46.124.82.250,114.126.178.109,6,326,PortScan,1
247.137.36.135,71.17.63.18,17,1218,BENIGN,0
61.101.91.183,6.180.119.9,1,776,BENIGN,0
66.38.231.146,71.111.86.200,6,46,BENIGN,0
238.153.129.213,92.28.182.54,17,900,BENIGN,0
117.124.163.153,130.97.135.255,6,811,BENIGN,0
116.34.150.50,94.33.96.74,1,1134,BruteForce,1
15.49.96.159,59.69.32.55,1,570,BENIGN,0
252.207.239.223,36.9.201.163,6,1064,PortScan,1
241.218.36.126,241.201.52.75,1,1307,BENIGN,0
238.16.201.47,95.13.151.177,1,456,BENIGN,0
161.27.157.216,113.167.88.161,17,1477,BENIGN,0
141.94.192.99,133.120.253.111,1,846,BENIGN,0
155.222.6.134,247.121.24.203,1,110,DoS,1
95.55.219.76,228.212.6.6,1,134,BENIGN,0
61.147.3.186,144.73.86.135,6,831,BENIGN,0
34.155.93.246,186.221.134.60,17,360,BENIGN,0
58.190.195.159,143.0.170.84,17,457,BENIGN,0
6.94.136.40,101.81.218.196,17,547,BENIGN,0
114.64.194.1,116.5.202.121,6,418,BENIGN,0
47.76.70.216,193.203.243.41,6,838,BENIGN,0
187.190.62.165,133.65.158.165,6,306,BENIGN,0
19.204.48.38,173.82.65.130,1,363,BENIGN,0
5.218.102.23,40.71.40.216,1,308,BENIGN,0
60.8.34.73,33.172.7.56,6,1227,BENIGN,0
71.140.107.203,175.124.199.88,17,1069,BENIGN,0
38.99.109.82,153.207.23.211,6,57,BENIGN,0
19.153.219.134,177.92.112.209,17,253,DDoS,1
109.75.141.102,10.153.217.67,1,402,BENIGN,0
242.239.213.196,145.216.235.133,1,446,BENIGN,0
144.63.94.80,118.124.4.222,1,449,BENIGN,0
117.246.94.247,139.241.231.105,1,505,BENIGN,0
84.176.132.127,247.93.85.158,1,335,BENIGN,0
237.100.13.235,162.12.115.250,1,747,BENIGN,0
100.164.216.91,122.118.197.75,6,1302,BENIGN,0
127.159.150.110,205.170.182.224,17,927,BENIGN,0
184.135.51.195,19.11.48.46,1,138,BENIGN,0
3.11.82.223,46.92.199.82,6,920,BENIGN,0
175.158.1.6,226.93.134.43,1,228,PortScan,1
117.90.103.1,164.105.13.208,1,655,DDoS,1
121.4.211.197,37.190.52.120,6,1033,BENIGN,0
59.92.28.149,26.203.6.199,17,1223,BENIGN,0
171.211.195.109,139.241.183.175,17,107,PortScan,1
68.216.245.215,81.145.50.136,17,123,BENIGN,0
78.72.217.177,47.45.86.87,17,1388,BENIGN,0
215.87.139.21,97.167.193.63,6,1153,BENIGN,0
165.169.101.134,198.116.80.29,1,550,BENIGN,0
152.85.122.97,36.31.165.229,1,361,BENIGN,0
129.233.100.177,132.231.16.212,1,239,BENIGN,0
27.117.133.196,14.42.192.2,6,630,BruteForce,1
155.200.153.60,216.81.173.27,17,941,DoS,1
215.68.193.222,205.92.108.107,17,499,BENIGN,0
254.129.73.161,152.68.109.151,17,1230,BENIGN,0
114.226.194.159,8.188.169.50,1,1366,BENIGN,0
24.246.19.72,4.247.74.254,17,983,BENIGN,0
138.139.89.167,187.108.121.138,1,752,BENIGN,0
75.133.181.224,228.138.85.20,17,1157,BENIGN,0
56.66.174.174,209.173.231.43,17,570,BENIGN,0
68.185.160.73,72.173.70.177,1,1042,BENIGN,0
125.38.185.209,51.79.118.208,17,148,BENIGN,0
198.26.163.206,74.33.13.230,6,309,BENIGN,0
4.24.42.230,192.88.81.227,1,222,BENIGN,0
210.165.7.208,121.141.87.215,17,1364,BENIGN,0
54.102.221.249,124.225.89.66,1,61,BENIGN,0
95.113.178.179,157.48.195.68,17,1269,BENIGN,0
189.42.186.61,183.137.25.67,1,1091,BENIGN,0
152.11.180.230,160.56.197.3,1,476,BENIGN,0
58.239.145.211,179.49.180.16,1,318,BENIGN,0
83.137.99.52,151.127.200.147,1,1225,BENIGN,0
39.118.93.255,190.163.133.125,1,870,BENIGN,0
101.14.116.106,203.162.2.25,1,195,BENIGN,0
228.97.27.245,252.97.158.101,6,1251,BENIGN,0
49.117.26.13,185.9.162.149,17,59,BENIGN,0
152.141.174.172,46.226.100.52,6,680,BENIGN,0
97.232.187.128,30.162.158.98,6,1274,BENIGN,0
16.206.90.124,234.208.226.250,1,767,DDoS,1
121.110.224.72,227.160.223.77,17,271,BENIGN,0
186.200.108.45,250.238.234.38,6,774,BENIGN,0
70.224.172.198,163.106.11.62,17,92,BENIGN,0
177.157.67.10,34.4.101.88,6,184,DDoS,1
178.19.0.220,221.156.109.199,1,64,BENIGN,0
187.12.21.50,88.123.241.87,6,1456,BENIGN,0
148.65.146.157,227.157.128.61,1,766,BENIGN,0
19.152.26.100,226.80.158.80,1,896,BENIGN,0
19.244.164.62,96.111.248.254,1,722,BENIGN,0
225.180.194.174,197.193.91.12,1,468,BENIGN,0
69.20.18.32,29.214.81.114,1,1079,BENIGN,0
206.205.21.14,10.131.61.6,1,1286,BENIGN,0
173.124.238.165,221.191.129.191,1,96,BENIGN,0
227.158.169.78,16.140.134.125,1,807,BENIGN,0
118.229.245.205,238.222.67.182,17,1085,BENIGN,0
74.85.142.83,205.89.164.223,6,1354,BENIGN,0
34.15.191.216,151.129.245.67,6,863,BENIGN,0
69.185.30.36,145.58.111.198,1,215,BENIGN,0
222.2.232.7,210.136.86.175,17,387,BENIGN,0
180.173.84.80,82.147.99.168,1,1403,BENIGN,0
131.179.162.224,130.233.181.241,17,977,BENIGN,0
2.249.103.14,202.113.143.211,17,1496,BENIGN,0
244.98.0.157,160.87.22.34,17,431,PortScan,1
171.218.181.248,10.161.234.67,6,339,BENIGN,0
149.75.92.209,37.228.156.18,1,385,BENIGN,0
7.169.154.145,182.115.111.33,1,805,BENIGN,0
101.17.94.221,221.211.51.52,17,1057,BENIGN,0
152.120.130.44,254.237.82.65,6,804,BENIGN,0
233.220.208.113,116.208.205.249,17,342,BruteForce,1
226.208.63.61,103.243.71.190,1,712,BENIGN,0
66.182.6.33,219.174.222.47,1,753,BENIGN,0
120.236.77.98,34.226.106.193,17,649,BENIGN,0
235.112.92.79,234.189.79.9,17,497,BENIGN,0
66.220.3.146,42.90.59.22,6,907,BENIGN,0
189.21.254.229,92.13.236.39,6,665,BENIGN,0
20.14.108.12,224.64.243.241,17,187,BENIGN,0
59.113.10.153,130.147.247.57,1,1211,BENIGN,0
239.73.188.226,60.82.132.76,17,543,BENIGN,0
